0.0,1.2,-3.0,4.0
0.005,0.9988670945480664,-2.8534328364041297,3.931062913176828
0.01,0.8141050928005301,-2.73040341743762,3.8664467281252146
0.015,0.643813504738455,-2.6290805086421636,3.8055511047048682
0.02,0.48626882611887845,-2.547834084301971,3.747897313236818
0.025,0.33990648153294944,-2.485219689933495,3.6931061146484883
0.03,0.2033043892985011,-2.4399637024484644,3.6408799627924946
0.035,0.0751680222933396,-2.4109495980924667,3.5909887336917716
0.04,-0.04568315873518497,-2.397205274720639,3.5432583336168797
0.045,-0.1603280179656816,-2.3978914317314644,3.497561659466375
0.05,-0.26975491560710485,-2.4122909822372525,3.4538114849954686
0.055,-0.37487184231513526,-2.439799453579498,3.411954928614047
0.06,-0.476515614360463,-2.479916321031082,3.371969225842662
0.065,-0.5754602193755742,-2.5322372132399242,3.333858584695487
0.07,-0.6724243950462081,-2.5964469250518754,3.297651947453867
0.075,-0.7680785159331409,-2.6723131726417058,3.263401519336842
0.08,-0.8630508567815409,-2.7596810265400276,3.2311819549845673
0.085,-0.9579332942326501,-2.8584679595628897,3.201090118697897
0.09,-1.053286502803341,-2.9686594483862896,3.1732453550485182
0.095,-1.149644695328804,-3.090305069236741,3.147790223626859
0.1,-1.2475199527513878,-3.223515029641505,3.124891666009539
0.105,-1.3474061831450734,-3.368457079214066,3.1047425850540638
0.11,-1.4497827451512597,-3.525353742885157,3.0875638268043297
0.115,-1.5551177665238958,-3.694479819691495,3.0736065639616843
0.12,-1.663871184182789,-3.8761600890899626,3.0631550873086297
0.125,-1.7764975280117616,-4.0707671646411905,3.056530017859346
0.13,-1.8934484665441473,-4.2787194316950234,3.0540919579848813
0.135,-2.0151751285960557,-4.5004790012745035,3.056245604391286
0.14,-2.1421302107846643,-4.736549606545555,3.06344434962739
0.145,-2.2747698766162157,-4.98747436094432,3.0761954017180413
0.15,-2.4135554483868864,-5.253833288029915,3.0950654534443887
0.155,-2.558954888446456,-5.536240522264392,3.120686933543129
0.16,-2.7114440612979487,-5.835341067026871,3.1537648714046065
0.165,-2.8715077625399164,-6.151806981037612,3.195084404367956
0.17,-3.039640494610967,-6.486332846847734,3.2455189519632426
0.17500000000000002,-3.2163469626776973,-6.839630354984447,3.3060390738736927
0.18,-3.4021422566220276,-7.212421814615601,3.377722017225106
0.185,-3.597551676924405,-7.605432376207374,3.46176194319927
0.19,-3.8031101531440443,-8.019380723646465,3.5594808017915693
0.195,-4.019361193639257,-8.454967962955296,3.6723397955365495
0.2,-4.246855294073144,-8.912864402539864,3.8019513366715563
0.20500000000000002,-4.486147720075701,-9.393693886608396,3.950091355729753
0.21,-4.737795566266582,-9.898015310385974,4.118711761017957
0.215,-5.002353979688716,-10.426300914561743,4.30995277550495
0.22,-5.280371420889316,-10.97891092995437,4.526154788138529
0.225,-5.572383820613679,-11.55606412473131,4.769869247856431
0.23,-5.878907474986697,-12.157803800681835,5.043867998433428
0.23500000000000001,-6.200430507814726,-12.783958797777093,5.351150298638364
0.24,-6.537402716340888,-13.434099105395465,5.694946593756512
0.245,-6.890223607838816,-14.107485753691671,6.0787179012622445
0.25,-7.259228430690822,-14.803014781224515,6.506149447072184
0.255,-7.644672007475337,-15.5191552589215,6.981136944033691
0.26,-8.04671019207102,-16.25388161133455,7.507763649592991
0.265,-8.465378801525251,-17.00460083099017,8.090266088785867
0.27,-8.900569920747694,-17.768075647850438,8.732986102445695
0.275,-9.352005548906469,-18.540345309537393,9.44030670798891
0.28,-9.819208656113005,-19.316646361111133,10.216569180509136
0.28500000000000003,-10.301471853124092,-20.09133669018949,11.06596882556229
0.29,-10.797824050560816,-20.857827115690803,11.992427183746
0.295,-11.306995701638009,-21.608525919105467,12.999438952849856
0.3,-11.827383485558528,-22.334802892287378,14.089892814225367
0.305,-12.357015595981206,-23.026980617646508,15.265866683606497
0.31,-12.893519143569785,-23.67436167682954,16.528399738256972
0.315,-13.434091549780572,-24.265301129060802,17.87724593883969
0.32,-13.975478178091523,-24.787333693282083,19.31061665258184
0.325,-14.51395878578875,-25.227364358574217,20.824923305890138
0.33,-15.04534564016075,-25.571929373387242,22.414534560177202
0.335,-15.564996273343226,-25.80753149046417,24.07156600246533
0.34,-16.067843788784085,-25.921048814986438,25.785723329006686
0.34500000000000003,-16.548447316710597,-25.900210607786054,27.544221913436342
0.35000000000000003,-17.001064591005363,-25.734126138605497,29.331805853824168
0.355,-17.419747649723064,-25.413844647113415,31.130887455790084
0.36,-17.798461342954187,-24.932916436947373,32.92182312942131
0.365,-18.13122270726989,-24.287918164916114,34.683333627743046
0.37,-18.412257432822532,-23.478900738785853,36.39306562682433
0.375,-18.63616776150169,-22.509717150079965,38.02827856646316
0.38,-18.798104414975807,-21.388191048415713,39.56662671972364
0.385,-18.893933790259485,-20.126095405584643,40.986993391339126
0.39,-18.920390903338152,-18.738923974397707,42.27032395124334
0.395,-18.87520859009834,-17.245455314372393,43.400398978871294
0.4,-18.757214386937402,-15.667128026406749,44.36448951430395
0.405,-18.566388296898328,-14.027264056054392,45.15384381526415
0.41000000000000003,-18.303877162654505,-12.350191904729623,45.76396856778223
0.41500000000000004,-17.971964364538618,-10.660331113171498,46.19468559795801
0.42,-17.573996712164163,-8.981302055588477,46.44996538083012
0.425,-17.114273348542905,-7.335120618231755,46.53755827540115
